id;PRODUCTO;TIPO DE PRODUCCIÓN;TÍTULO;AUTOR;FUENTE;AÑO;IDIOMA;REFERENCIA APA;BASES DE DATOS;INGRESADO;ACCESO ABIERTO;INDEXADO;ENLACE
;Artículo;Investigativa;Living and Teaching Internationally: Teachers Talk about Personal Experiences, Benefits, and Challenges;Sergio Alonso Medina Lopera;Journal of Research in International Education, vol. 19, no. 1. ISSN: 1475-2409;2020;Inglés;Sierra Ospina, N., & Lopera Medina, S. A. (2020). Living and Teaching Internationally: Teachers Talk about Personal Experiences, Benefits, and Challenges. Journal of Research in International Education, 19(1), 38-53.;;No se sube;No;No;
;Artículo;Investigativa;Reflecting on Revolution;Paula Andrea Echeverri Sucerquia;Educational Researcher, vol. 37. no. 8. ISSN: 0013-189X;2008;Inglés;Echeverri, P. & Hytten, K. (2008). Reflecting on Revolution. Educational Researcher 37(8), pp. 515-519.;;;;;
;Artículo;Investigativa;Reflecting on Revolution;Kathy Hytten;Educational Researcher, vol. 37. no. 8. ISSN: 0013-189X;2008;Inglés;Echeverri, P. & Hytten, K. (2008). Reflecting on Revolution. Educational Researcher 37(8), pp. 515-519.;;;;;
;Artículo;Investigativa;The new millennium: More challenges for EFL teachers and teacher educators;Adriana María González Moncada;Colombian Applied Linguistics Journal, vol. 2. ISSN: 0123-4641;2000;Inglés;González, A. (2000). The new millennium: More challenges for EFL teachers and teacher educators. Colombian Applied Linguistics Journal, 2, 5-14.;;;;;
;Artículo;Investigativa;Análisis lingüístico de los piropos vulgares;Sergio Alonso Lopera Medina;Tonos Digital, vol. 28. ISSN: 1577-6921;2015;Español;Lopera, S. (2015). Análisis lingüístico de los piropos vulgares. Tonos Digital, 28, p. 1-16;;SI;Si;No;
;Artículo;Investigativa;Las estrategias de respuestas de los cumplidos;Sergio Alonso Lopera Medina;Tonos Digital, vol. 29. ISSN: 1577-6921;2015;Español;Lopera, S. (2015). Las estrategias de respuesta de los cumplidos. Tonos Digital, 29 p. 1-31;;;;;
;Artículo;Investigativa;Algunas consideraciones acerca de la objetividad en las investigaciones cualitativas;Sergio Alonso Lopera Medina;Tonos Digital, vol. 32. ISSN: 1577-6921;2017;Español;Lopera, S.(2017) Algunas consideraciones acerca de la objetividad en las investigaciones cualitativas. Tonos Digital, 23, p. 1-31;;;;;
;Artículo;Investigativa;Análisis de neologismos con el radical politica: connotaciones y nociones;Jorge Enrique Jiménez Marín;Núcleo, vol. 31. ISSN: 0798-9784;2014;Español;Muñoz,C. & Jiménez, J (2014). Análisis de neologismos con el radical ¿politica: connotaciones y nociones. Núcleo, 31, p. 15-40;;;;;
;Artículo;Investigativa;Text Analysis in Teaching Translation;Carlos Arturo Muñoz Torres;HOW Journal, vol 1. ISSN: 0120-5927;1997;Inglés;Muñoz,C.& Quiroz, G. (1997). Text Analysis in Teaching Translation. HOW Journal, 1, p. 36-53;;No;Si;Si;
;Artículo;Investigativa;Text Analysis in Teaching Translation;Gabriel Ángel Quiroz Herrera;HOW Journal, vol 1. ISSN: 0120-5927;1997;Inglés;Muñoz,C.& Quiroz, G. (1997). Text Analysis in Teaching Translation. HOW Journal, 1, p. 36-53;;;;;
;Artículo;Investigativa;Propuesta metodológica para identificar estrategias de cortesía en textos religiosos. Estudio del género sermón de conferencia general;Carlos Giraldo Trujillo;Lenguaje, vol 41, no. 2. ISSN: 0120-3479;2013;Español;Giraldo, C. & Muñoz, C. (2013) Propuesta metodológica para identificar estrategias de cortesía en textos religiosos. Estudio del género sermón de conferencia general. Lenguaje, 41(2), p. 429-452;;;;;
;Artículo;Investigativa;Propuesta integradora para identificar múltiples funciones en géneros médicos. Estudio del género caso clínico;Amparo Hurtado Albir;Lenguaje, vol 40, no. 1. ISSN: 0120-3479;2012;Español;Muñoz,C., Hurtado, A., & Rodríguez, P. (2012). Propuesta integradora para identificar múltiples funciones en géneros médicos. Estudio del género caso clínico. Lenguaje, 40(1), p. 15-40;;;;;
;Artículo;Investigativa;Propuesta integradora para identificar múltiples funciones en géneros médicos. Estudio del género caso clínico;Patricia Rodríguez Inés;Lenguaje, vol 40, no. 1. ISSN: 0120-3479;2012;Español;Muñoz,C., Hurtado, A., & Rodríguez, P. (2012). Propuesta integradora para identificar múltiples funciones en géneros médicos. Estudio del género caso clínico. Lenguaje, 40(1), p. 15-40;;;;;
;Artículo;Investigativa;Contrastive and Translation Analyses of Medical Texts (English-Spanish). The Case Report Genre;Carlos Arturo Muñoz Torres;New Voices in Translation Studies, vol. 1. no 1. ISSN: 1819-5644;2012;Inglés;Muñoz, C. (2012). Contrastive and Translation Analyses of Medical Texts (English-Spanish). The Case Report Genre. New Voices in Translation Studies, 1(1), p. 50-50;;No;No;No;
;Artículo;Investigativa;Puentes y muros: Eslovenia ante la multietnicidad literaria y cultural;Pedro Patiño García;Íkala : Revista de Lenguaje y Cultura, vol. 17, no. 3. ISSN: 0123-3432;2012;Español;Patiño, P. (2012). Puentes y muros: Eslovenia ante la multietnicidadliteraria y cultural. Íkala, revista de lenguaje y cultura, 17(3), 297-299.;;;;;
;Artículo;Investigativa;La traducción especializada en inglés y español de los géneros de economía y empresa;Pedro Patiño García;Íkala, Revista de lenguaje y cultura, vol. 16, no. 1. ISSN: 0123-3432;2011;Español;Patiño, P. (2011). La traducción especializada en inglés y español de los géneros de economía y empresa. Íkala, revista de lenguaje y cultura,16(1), p. 217-220;;;;;
;Artículo;Investigativa;Estudios de léxico especializado en español e inglés a partir de corpus;Pedro Patiño García;Íkala, Revista de lenguaje y cultura, vol. 15, no. 25. ISSN: 0123-3432;2010;Español;Patiño, P. (2010). Estudios de léxico especializado en español e inglés a partir de corpus. Íkala, revista de lenguaje y cultura,15(25), p. 261-264;;;;;
;Artículo;Investigativa;La Informática al servicio de la Traducción;Pedro Patiño García;Lenguaje, vol. 33. ISSN: 2539-3804;2005;Español;Patiño, P., Castrillón, E., Plested, M. (2005) La Informática al servicio de la Traducción. Lenguaje 33, p. 344-358;;;;;
;Artículo;Investigativa;La Informática al servicio de la Traducción;Elvia Rosa Castrillón Cardona;Lenguaje, vol. 33. ISSN: 2539-3804;2005;Español;Patiño, P., Castrillón, E., Plested, M. (2005) La Informática al servicio de la Traducción. Lenguaje 33, p. 344-358;;;;;
;Artículo;Investigativa;La Informática al servicio de la Traducción;María Cecilia Plested Álvarez;Lenguaje, vol. 33. ISSN: 2539-3804;2005;Español;Patiño, P., Castrillón, E., Plested, M. (2005) La Informática al servicio de la Traducción. Lenguaje 33, p. 344-358;;;;;
;Artículo;Investigativa;Pertinencia de las políticas de enseñanza del inglés en una zona rural de Colombia: un estudio de caso en Antioquia;Oscar Alberto Peláez Henao;Íkala, Revista de lenguaje y cultura, vol. 22, no. 1. ISSN: 0123-3432;2017;Español;Peláez, O. & Roldán, A. (2017). Pertinencia de las políticas de enseñanza del inglés en una zona rural de Colombia: un estudio de caso en Antioquia. Íkala, revista de lenguaje y cultura 22(1), p. 121-139;;;;;
;Artículo;Investigativa;Pertinencia de las políticas de enseñanza del inglés en una zona rural de Colombia: un estudio de caso en Antioquia;Ángela María Roldán;Íkala, Revista de lenguaje y cultura, vol. 22, no. 1. ISSN: 0123-3432;2017;Español;Peláez, O. & Roldán, A. (2017). Pertinencia de las políticas de enseñanza del inglés en una zona rural de Colombia: un estudio de caso en Antioquia. Íkala, revista de lenguaje y cultura 22(1), p. 121-139;;;;;
;Artículo;Investigativa;Developing Values, Strategies and Skills in Future Teachers;Edgar Picon Jácome;HOW Journal, vol 8, no. 1. ISSN: 0120-5927;2001;Inglés;Picón, E. & Frodden, M.C. (2001). Developing Values, Strategies and Skills in Future Teachers. HOW Journal, 8(1), p. 63-73;;;;;
;Artículo;Investigativa;Developing Values, Strategies and Skills in Future Teachers;María Cristina Frodden Armstrong;HOW Journal, vol 8, no. 1. ISSN: 0120-5927;2001;Inglés;Picón, E. & Frodden, M.C. (2001). Developing Values, Strategies and Skills in Future Teachers. HOW Journal, 8(1), p. 63-73;;;;;
;Artículo;Investigativa;El desarrollo de la autonomía del profesor: un estudio de caso;Edgar Picon Jácome;Boletín De Investigación Educacional, vol. 20, no. 1. ISSN: 0717-2494;2005;Español;Picón, E. & Frodden, M.C. (2005). El desarrollo de la autonomía del profesor: un estudio de caso. Boletín De Investigación Educacional 20(1), p. 285-300;;;;;
;Artículo;Investigativa;El desarrollo de la autonomía del profesor: un estudio de caso;María Cristina Frodden Armstrong;Boletín De Investigación Educacional, vol. 20, no. 1. ISSN: 0717-2494;2005;Español;Picón, E. & Frodden, M.C. (2005). El desarrollo de la autonomía del profesor: un estudio de caso. Boletín De Investigación Educacional 20(1), p. 285-300;;;;;
;Artículo;Investigativa;The use of blogs as teaching/learning platforms;Jorge Eduardo Pineda Hoyos;Asocopi Newletter. ISSN: 0122-848X;2011;Inglés;Pineda, J. (2011). The use of blogs as teaching/learning platforms. Asocopi Newletter, pp. 6-11;;;;;
;Artículo;Investigativa;Enfoques Teóricos de la traducción;Martha Lucía Pulido Correa;Núcleo, vol. 20, vol. 00. ISSN: 0798-9784;2003;Español;Pulido, M. (2003). Enfoques Teóricos de la traducción. Núcleo, 20(00), p. 141-157.;;No;No;No;
;Artículo;Investigativa;A question on Translation;Martha Lucía Pulido Correa;Meta, vol. 32, no. 3. ISSN: 0026-0452;1992;Inglés;Pulido, M. (1992). A question on Translation. Meta, 32(3), p. 572-573.;;;;;
;Artículo;Investigativa;Los signos en Stephen Hero y en A Portrait of the Artist as a Young Man;Martha Lucía Pulido Correa;Universidad Pontificia Bolivariana, vol. 43. ISSN: 0120-1115;1995;Español;Pulido, M. (1995). Los signos en Stephen Hero y en A Portrait of the Artist as a Young Man. Universidad Pontificia Bolivariana, 43, p. 39-56.;;No;No;No;
;Artículo;Investigativa;¿Quién es Maurice Blanchot?;Martha Lucía Pulido Correa;Revista Univalle, vol. 11. ISSN:  0120-4696;1995;Español;Pulido, M. (1995). ¿Quién es Maurice Blanchot?. Revista Univalle, 11, p. 108-111.;;;;;
;Artículo;Investigativa;Aminadab y Le Tres Haut: La mirada de la ley;Martha Lucía Pulido Correa;Sociologia : revista de la Facultad de Sociologia de Unaula, vol. 17. ISSN: 0120-9264;1994;Español;Pulido, M. (1994). Aminadab y Le Tres Haut: La mirada de la ley. Sociologia : revista de la Facultad de Sociologia de Unaula, p. 17, 35-44.;;No;No;No;
;Artículo;Investigativa;La locura del día de Maurice Blanchot;Martha Lucía Pulido Correa;Sociologia : revista de la Facultad de Sociologia de Unaula, vol. 1. no. 1. ISSN: 0120-9264;1999;Español;Pulido, M. (1999). La locura del día de Maurice Blanchot. Sociología: revista de la Facultad de Sociología de Unaula, 1(1), p. 32-38;;No;No;No;
;Artículo;Investigativa;Filosofía e historia de las ciencias en traducción;Martha Lucía Pulido Correa;Episteme, vol. 25, no. 1. ISSN: 1413-5736;2007;Español;Pulido, M. & Castrillón, A. (2007). Filosofía e historia de las ciencias en traducción. Episteme, 25(1), p. 120-135.;;No;No;No;
;Artículo;Investigativa;Filosofía e historia de las ciencias en traducción;Alberto Castrillón Aldana;Episteme, vol. 25, no. 1. ISSN: 1413-5736;2007;Español;Pulido, M. & Castrillón, A. (2007). Filosofía e historia de las ciencias en traducción. Episteme, 25(1), p. 120-135.;;No;No;No;
;Capítulo de libro;Investigativa;El exorcista (1973) : una historia detectivesca;Wilson Arturo Orozco Jiménez;La globalización del crimen: literatura, cine y nuevos medios, Andavira. ISBN: 9788484089797;2017;Español;Orozco Jiménez, W. (2017). El exorcista (1973): una historia detectivesca. En: Laglobalización del crimen: literatura, cine y nuevos medios (pp. 699-709). España: Andavira Editora.;;Sí;Sí;Sí;
;Capítulo de libro;Investigativa;El relato de sí como hecho antropológico.;Christine Delory-Momberger;Narrativas de experiencia en educación y pedagogía de la memoria, CLACSO. ISBN: 978-9873617768;2016;Español;"Delory-Momberger &amp; Betancourt, M. (2016) El relato de sí como hecho antropológico. In Narrativas de experiencia en educación y pedagogía de la memoria. (pp. 57-68.) Argentina: CLACSO.";;Sí;Sí;Sí;
;Capítulo de libro;Investigativa;El relato de sí como hecho antropológico.;Miguel Orlando Betancourt Cardona;Narrativas de experiencia en educación y pedagogía de la memoria, CLACSO. ISBN: 9873617768;2016;Español;"Delory-Momberger &amp; Betancourt, M. (2016) El relato de sí como hecho antropológico. In Narrativas de experiencia en educación y pedagogía de la memoria. (pp. 57-68.) Argentina: CLACSO.";;Sí;Sí;Sí;
;Capítulo de libro;Investigativa;Ser alumno : entre ritualizaciones escolares yla construcción de sí.;Christine Delory-Momberger;Narrativas de experiencia en educación y pedagogía de la memoria, CLACSO. ISBN: 9873617768;2016;Español;"Delory-Momberger &amp; Betancourt, M. (2016) Ser alumno: entre ritualizaciones escolares y la construcción de sí. In Narrativas de experiencia en educación y pedagogía de la memoria. (pp. 207-214) Argentina: CLACSO";;Sí;Sí;Sí;
;Capítulo de libro;Investigativa;Ser alumno : entre ritualizaciones escolares yla construcción de sí.;Miguel Orlando Betancourt Cardona;Narrativas de experiencia en educación y pedagogía de la memoria, CLACSO. ISBN: 9873617768;2016;Español;"Delory-Momberger &amp; Betancourt, M. (2016) Ser alumno: entre ritualizaciones escolares y la construcción de sí. In Narrativas de experiencia en educación y pedagogía de la memoria. (pp. 207-214) Argentina: CLACSO";;Sí;Sí;Sí;
;Capítulo de libro;Docencia;Towards a definition of specialized collocations;Pedro Patiño García;LSP in Colombia: advances and challenges, Peter Lang AG. ISBN: 9783034314343;2014;Inglés;Patiño, P. (2014). Towards a definition of specialized collocations. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 119–133). Berna: Peter Lang AG.;;Sí;Sí;No;
;Capítulo de libro;Docencia;El desarrollo profesional de los maestros de primaria: Una experiencia de construcción en comunidad en Antioquia;Claudia Patricia Díaz Mosquera;Fundamentos para el desarrollo profesional de los profesores de inglés, Universidad de Nariño. ISBN: 9789588609980;2015;Español;Díaz, C. (2015). El desarrollo profesional de los maestros de primaria: una experiencia de construcción en comunidad en Antioquia. Fundamentos para el desarrollo profesional de los profesores de inglés, pp. 223-255. Colombia: Universidad de Nariño;;;;;
;Capítulo de libro;Docencia;When Language Teacher Educators, Language PolicyMakers and Politicians Meet: Lessons From the South;Adriana María González Moncada;Expanding Our Horizons: Language Teacher Education In The 21st Century, CARLA Center for Advanced Research in Second Language Acquisition. ISBN: 9780984399611;2012;Inglés;"González, A. (2012). When language teacher educators, language policy makers and politicians meet: Lessons from the South"" Expanding Our Horizons: Language Teacher Education In The 21st Century, p. 47-62. Estados Unidos: CARLA Center for Advanced Research in Second Language Acquisition";;;;;
;Capítulo de libro;Docencia;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes deinglés en el marco de Colombia Bilingüe;Adriana María González Moncada;Fundamentos para el desarrolloprofesional de los docentes de Inglés, Universidad de Nariño. ISBN: ISBN 9789584491732;2011;Español;González, A., Cardenas, M. & Álvarez, J. (2011) Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. Fundamentos para el desarrollo profesional de los docentes de inglés, p. 119-154. Colombia: Universidad de Nariño;;;;;
;Capítulo de libro;Docencia;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes deinglés en el marco de Colombia Bilingüe;Melba Libia Cardenas Beltrán;Fundamentos para el desarrolloprofesional de los docentes de Inglés, Universidad de Nariño. ISBN: ISBN 9789584491732;2011;Español;González, A., Cardenas, M. & Álvarez, J. (2011) Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. Fundamentos para el desarrollo profesional de los docentes de inglés, p. 119-154. Colombia: Universidad de Nariño;;;;;
;Capítulo de libro;Docencia;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes deinglés en el marco de Colombia Bilingüe;Jose Aldemar Álvarez Valencia;Fundamentos para el desarrolloprofesional de los docentes de Inglés, Universidad de Nariño. ISBN: ISBN 9789584491732;2011;Español;González, A., Cardenas, M. & Álvarez, J. (2011) Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. Fundamentos para el desarrollo profesional de los docentes de inglés, p. 119-154. Colombia: Universidad de Nariño;;;;;
;Capítulo de libro;Docencia;On English Language Teaching and Teacher Education: Academic Disagreements in a Developing Country International Conference The Future Of Education;Adriana María González Moncada;The Future of Education Conference Proceedings 2012, Simonelli. ISBN: 9788876478086;2012;Inglés;González, A. (2012). On English Language Teaching and Teacher Education: Academic Disagreements in a Developing Country.The Future of Education Conference Proceedings 2012,  p. 286-29. Italia: Simonelli;;;;;
;Capítulo de libro;Docencia;Citation Patterns and their Function in a Written Medical Corpus of the Case Report Genre;Carlos Arturo Muñoz Torres;LSP in Colombia: advances and challenges, Peter Lang. ISBN: 9783034314343;2013;Inglés;Muñoz, C. (2014). An image-term co-occurrence model for multilingual terminology alignment and cross-language image indexing. In G. Quiroz & P. Patiño (Eds.), LSP in Colombia: advances and challenges (pp. 210–222). Berna: Peter Lang AG.;;;;;
;Capítulo de libro;Investigativa;Adaptación curricular, una transformación didáctica en la enseñanza del inglés como lengua extranjera en el programa de Administración de Negocios Internacionales en la Institución Universitaria de Envigado;David Alberto Londoño Vásquez;RedLecturas No. 2 : Un espacio para la escritura y el diálogo razonado, Nodo de Lenguaje de Antioquia. ISBN: 9789587140606;2007;Español;Londoño, D., & Restrepo, W. (2007). Adaptación curricular, una transformación didáctica en la enseñanza del ingles como lengua extranjera. In L. Mejía, P. Agudelo, M. Moreno, C. Plested, G. Yepes, N. Ortiz, & M. Montoya (Eds.), RedLecturas No. 2 Un espacio para la escritura y el diálogo razonado (pp. 134–137). Medellin: Nodo de Lenguaje de Antioquia. Retrieved from http://goo.gl/UkaGRy;;No se sube;No;Sí;
;Capítulo de libro;Investigativa;Adaptación curricular, una transformación didáctica en la enseñanza del inglés como lengua extranjera en el programa de Administración de Negocios Internacionales en la Institución Universitaria de Envigado;Wilbert Arley Restrepo Arenas;RedLecturas No. 2 : Un espacio para la escritura y el diálogo razonado, Nodo de Lenguaje de Antioquia. ISBN: 9789587140606;2007;Español;Londoño, D., & Restrepo, W. (2007). Adaptación curricular, una transformación didáctica en la enseñanza del ingles como lengua extranjera. In L. Mejía, P. Agudelo, M. Moreno, C. Plested, G. Yepes, N. Ortiz, & M. Montoya (Eds.), RedLecturas No. 2 Un espacio para la escritura y el diálogo razonado (pp. 134–137). Medellin: Nodo de Lenguaje de Antioquia. Retrieved from http://goo.gl/UkaGRy;;No se sube;No;Sí;
;Capítulo de libro;Investigativa;Diferencias lingüísticas entre el cumplido y el piropo;Sergio Alonso Lopera Medina;Investigación Lingüística en Colombia, Peter Lang. ISBN: 9783631770269;2018;Español;Lopera, S. & Castañeda, L. (2018) Diferencias linguísticas entre el cumplido y el piropo. En Castañeda, L.S & Luna Coutin, I.(Eds.),Investigación Lingüística en Colombia, Berlín: Peter Lang, 25-50.;;No;No;Sí;
;Capítulo de libro;Investigativa;El fenómeno de la siglación y los principales recursos electrónicos existentes para su almacenamiento;John Jairo Giraldo Ortiz;Manual de traducción de textos especializados. Nuevos enfoques, nuevas metodologías, Universidad Nacional Autónoma de México. ISBN: 9786073007061;2018;Español;Giraldo, J. (2018). El fenómeno de la siglación y los principales recursos electrónicos existentes para su almacenamiento. En: Colin, Marisela (ed.). Manual de traducción de textos especializados. Nuevos enfoques, nuevas metodologías. Universidad Nacional Autónoma de México. p. 276-293. ISBN 978-607-30-0706-1.;;No;No;Sí;
;Capítulo de libro;Investigativa;¿Nos han desplazado? ¿O hemos claudicado? El debilitado papel crítico de universidades públicas y los formadores de docentes en la implementación de la política educativa lingüística del inglés en Colombia;Adriana González Moncada;A formação de professores de línguas: políticas, projetos e parcerias , Pontes Editores. ISBN: 9788571136236;2015;Español;"González, A. (2015). ¿Nos han desplazado? ¿O hemos claudicado? El debilitado papel crítico de universidades públicas y los formadores de docentes en la implementación de la política educativa lingüística del inglés en Colombia. En: Silva, K. A. da; Mastrella-de-Andrade, M.; Pereira Folho, C. A. (Eds.) (2015).  A formação de professores de línguas: políticas, projetos e parcerias  (pp. 33-54). Campinas, SP: Pontes Editores.";;No se sube;No;No;
;Capítulo de libro;Investigativa;English and English teaching in Colombia: Tensions and possibilities in the expanding circle. En Andy Kirkpatrick;Adriana Maria Gonzalez Moncada;Routledge;2020;Inglés;González, A. (2020). English and English teaching in Colombia: Tensions and possibilities in the expanding circle. En Andy Kirkpatrick (ed.). The Routlegde Handbook Of World Englishes, (2nd ed). pp. 371- 385. London: Routledge.;;No se sube;No;No;
;Capítulo de libro;Investigativa;A national survey of professional development schools;John McIntyre;Investigating University-school Partnerships, Information Age Pub. ISBN: 9781617353727;2011;Inglés;McIntyre, J., & Echeverri, P. (2011). A national survey of professional development schools. In J. Nath, I. Guadarrama, & J. Ramsey (Eds.), Investigating University-School Partnerships (pp. 49–61). Information Age Publishing, Inc. Retrieved from https://goo.gl/bO9s9c;;No se sube;No;No;
;Capítulo de libro;Investigativa;A national survey of professional development schools;Paula Andrea Echeverri Sucerquia;Investigating University-school Partnerships, Information Age Pub. ISBN: 9781617353727;2011;Inglés;McIntyre, J., & Echeverri, P. (2011). A national survey of professional development schools. In J. Nath, I. Guadarrama, & J. Ramsey (Eds.), Investigating University-School Partnerships (pp. 49–61). Information Age Publishing, Inc. Retrieved from https://goo.gl/bO9s9c;;No se sube;No;No;
;Capítulo de libro;Investigativa;A school district-based action research program in the United States;Cathy Caro-Bruce;The SAGE Handbook of Educational Action Research, SAGE Publications Ltd. ISBN: 9781446270547;2009;Inglés;Caro-Bruce, K., Klehr, M., Zeichner, K., & Sierra, A. (2009). A School District-Based Action Research Program in the United States. In S. Noffke & B. Somekh (Eds.), The SAGE Handbook of Educational Research (pp. 104–117). SAGE Publications Ltd. Retrieved from http://goo.gl/Lm407l;;No;No;No;
;Capítulo de libro;Investigativa;A school district-based action research program in the United States;Mary Klehr;The SAGE Handbook of Educational Action Research, SAGE Publications Ltd. ISBN: 9781446270547;2009;Inglés;Caro-Bruce, K., Klehr, M., Zeichner, K., & Sierra, A. (2009). A School District-Based Action Research Program in the United States. In S. Noffke & B. Somekh (Eds.), The SAGE Handbook of Educational Research (pp. 104–117). SAGE Publications Ltd. Retrieved from http://goo.gl/Lm407l;;No;No;No;
;Capítulo de libro;Investigativa;A school district-based action research program in the United States;Kenneth M. Zeichner;The SAGE Handbook of Educational Action Research, SAGE Publications Ltd. ISBN: 9781446270547;2009;Inglés;Caro-Bruce, K., Klehr, M., Zeichner, K., & Sierra, A. (2009). A School District-Based Action Research Program in the United States. In S. Noffke & B. Somekh (Eds.), The SAGE Handbook of Educational Research (pp. 104–117). SAGE Publications Ltd. Retrieved from http://goo.gl/Lm407l;;No;No;No;
;Capítulo de libro;Investigativa;A school district-based action research program in the United States;Ana Maria Sierra Piedrahita;The SAGE Handbook of Educational Action Research, SAGE Publications Ltd. ISBN: 9781446270547;2009;Inglés;Caro-Bruce, K., Klehr, M., Zeichner, K., & Sierra, A. (2009). A School District-Based Action Research Program in the United States. In S. Noffke & B. Somekh (Eds.), The SAGE Handbook of Educational Research (pp. 104–117). SAGE Publications Ltd. Retrieved from http://goo.gl/Lm407l;;No;No;No;
;Capítulo de libro;Investigativa;Bilingualism and globalization in Latin America : Fertile Ground for Native-speakerism;Adriana González Moncada;LETs and NESTs: Voices, Views and Vignettes, British Council. ISBN: 9780863558047;2016;Inglés;González, A. (2016) Bilingualism and Globalisation in Latin America: Fertile Ground for Native-Speakerism. En: Copland, F., Garton, S. & Mann, S. (Eds.) (2016). LETs and NESTs: Voices, Views and Vignettes. (pp. 90-109). London: British Council.;;No;No;No;
;Capítulo de libro;Investigativa;Characterization of a search space for multi-word term extraction;Diego Alberto Burgos Herrera;Innovative ways of knowledge representation and management, Sello editorial Universidad de Medellín. ISBN: 9789588692852;2012;Inglés;Burgos, D. (2012). Characterization of a search space for multi-word term extraction. In L. López (Ed.), Innovative ways of knowledge representation and management (1st ed., pp. 105–120). Medellín, Colombia: Universidad de Medellín.;;No se sube;No;No;
;Capítulo de libro;Investigativa;Learning to do research: the experience of the study group in autonomy and new technologies;Diana Patricia Pineda Montoya;Facultad De Ciencias Humanas Universidad Nacional De Colombia , v. , p.13 - 346. ISBN: 978-958-719-199-8;2009;Inglés;Pineda Montoya, D.P. (2009). Learning to do research: the experience of the study group in autonomy and new technologies. En: En El Aula En L1 Y L2: Estudios, Experiencias Y Reflexiones. p.13 - 346;;No se sube;No;No;
;Capítulo de libro;Investigativa;Learning to do research: the experience of the study group in autonomy and new technologies;Deisa Enid Gómez Vargas;Facultad De Ciencias Humanas Universidad Nacional De Colombia , v. , p.13 - 346. ISBN: 978-958-719-199-8;2009;Inglés;Gómez Vargas, D.E. (2009).  Learning to do research: the experience of the study group in autonomy and new technologies. En: En El Aula En L1 Y L2: Estudios, Experiencias Y Reflexiones. p.13 - 346;;No se sube;No;No;
;Capítulo de libro;Investigativa;Actitudes lingüísticas como indicadoras de identidad: un estudio de caso en Medellín-Antioquia;Deisa Enid Gómez Vargas;Actas - I. Viii Simposio Internacional De Comunicación Social. SBN: 959-7174-01-4  ed:  , v. , p.163;2003;Español;Gómez Vargas, D.E. (2003). Actitudes lingüísticas como indicadoras de identidad: un estudio de caso en Medellín-Antioquia. p.163;;No se sube;No;No;
;Capítulo de libro;Investigativa;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia bilingüe.;José Aldemar Álvarez Valencia;Fundamentos para el desarrollo profesional de los docentes de inglés. Editorial Univesidad de Nariño. ISBN: 9789588609980;2011;Español;Álvarez, J., Cárdenas, M., & González, A. (2011). Cobertura vs continuidad : dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. In J. Bastidas & G. Muñoz (Eds.), Fundamentos para el desarrollo profesional de los docentes de inglés. (pp. 119–154). Nariño, Pasto: Calidad Educativa.;;No se sube;No;No;
;Capítulo de libro;Investigativa;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia bilingüe.;Melba Libia Cárdenas Beltrán;Fundamentos para el desarrollo profesional de los docentes de inglés. Editorial Univesidad de Nariño. ISBN: 9789588609980;2011;Español;Álvarez, J., Cárdenas, M., & González, A. (2011). Cobertura vs continuidad : dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. In J. Bastidas & G. Muñoz (Eds.), Fundamentos para el desarrollo profesional de los docentes de inglés. (pp. 119–154). Nariño, Pasto: Calidad Educativa.;;No se sube;No;No;
;Capítulo de libro;Investigativa;Cobertura vs continuidad: dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia bilingüe.;Adriana González Moncada;Fundamentos para el desarrollo profesional de los docentes de inglés. Editorial Univesidad de Nariño. ISBN: 9789588609980;2011;Español;Álvarez, J., Cárdenas, M., & González, A. (2011). Cobertura vs continuidad : dos retos para el desarrollo profesional para los docentes de inglés en el marco de Colombia Bilingüe. In J. Bastidas & G. Muñoz (Eds.), Fundamentos para el desarrollo profesional de los docentes de inglés. (pp. 119–154). Nariño, Pasto: Calidad Educativa.;;No se sube;No;No;
;Capítulo de libro;Investigativa;Crisis paterno-filial y masculina en Martín (Hache) de Adolfo Aristarain;Wilson Arturo Orozco Jiménez;Crisis e identidad desde perspectivas contrastivo-interdisciplinarias, Peter Lang. ISBN:9783631669075;2017;Español;Orozco, W. (2017). Crisis paterno-filial y masculina en Martín (Hache) de AdolfoAristarain. En Schrott, A. & Witthaus, J. (Eds.) Ante el (o)caso. Crisis e identidad desde perspectivas contrastivo-interdisciplinarias. Frankfurt am Main: Peter Lang.;;No;No;No;
